label,rep,idx,t_ms,ax,ay,az,gx,gy,gz
2,1,75,1501,0.768641,-0.221761,0.110013,17.975039,-94.659065,61.876053
2,1,76,1521,0.788172,-0.398031,0.104642,17.912539,-83.221565,56.438553
2,1,77,1541,0.788660,-0.468343,0.131985,5.100039,-93.846565,46.188553
2,1,78,1561,0.836512,-0.640707,-0.024753,-2.274961,-130.596558,42.688553
2,1,79,1581,0.935145,-0.879476,-0.306491,24.850039,-138.784058,32.251053
2,1,80,1601,0.990809,-0.960531,-0.516452,61.100040,-113.221565,3.313555
2,1,81,1621,1.037195,-0.874105,-0.685886,47.975040,-110.034065,-26.873945
2,1,82,1641,1.097742,-0.678793,-0.800632,-13.087461,-113.409065,-51.498947
2,1,83,1661,1.082606,-0.390218,-0.794772,10.412539,-78.846565,-53.811447
2,1,84,1681,1.083094,-0.285726,-0.669284,37.787540,-52.159061,-43.061447
2,1,85,1701,1.081629,-0.281332,-0.632663,61.912540,-32.971561,-40.248947
2,1,86,1721,1.071375,-0.202718,-0.551120,90.225037,-8.096562,-41.061447
2,1,87,1741,1.045985,-0.090902,-0.545261,94.350037,-5.409062,-36.561447
2,1,88,1761,1.076746,-0.036215,-0.579929,78.225037,-3.784062,-32.561447
2,1,89,1781,1.066981,0.061930,-0.513522,61.975040,8.340938,-35.686447
2,1,90,1801,1.022059,0.196696,-0.426120,55.037540,17.903439,-33.998947
2,1,91,1821,0.987879,0.295328,-0.359226,51.787540,23.590939,-28.436445
2,1,92,1841,0.951258,0.352946,-0.316745,42.037540,22.403439,-22.436445
2,1,93,1861,0.991785,0.367594,-0.311374,30.225039,22.778439,-13.373945
2,1,94,1881,0.978602,0.344645,-0.244479,27.412539,35.340939,-7.811445
2,1,95,1901,0.959070,0.309489,-0.157077,26.850039,39.090939,-5.311445
2,1,96,1921,0.962488,0.280192,-0.092624,17.725039,40.278439,-6.623945
2,1,97,1941,0.934656,0.273844,-0.035007,-2.524961,36.528439,-7.311445
2,1,98,1961,0.916590,0.238688,0.060696,-9.774961,37.653439,-3.623945
2,1,99,1981,0.906336,0.179606,0.167630,0.850039,33.278439,1.126055
2,2,0,0,1.049891,-0.147543,-0.262546,12.287539,-3.159062,-0.811445
2,2,1,21,1.079676,-0.183187,-0.338718,15.912539,-3.159062,-3.248945
2,2,2,41,1.102625,-0.221273,-0.402194,24.787539,-1.346562,-7.373945
2,2,3,61,1.115809,-0.236410,-0.458835,27.975039,-1.409062,-12.561445
2,2,4,81,1.115320,-0.236898,-0.537936,21.537539,-2.471562,-19.186445
2,2,5,101,1.128992,-0.222250,-0.667331,23.600039,5.965938,-23.998945
2,2,6,121,1.114344,-0.194418,-0.711276,34.225040,32.465939,-33.561447
2,2,7,141,1.069422,-0.093344,-0.625827,27.537539,57.965939,-40.498947
2,2,8,161,1.014246,-0.005941,-0.508151,24.850039,73.340935,-43.186447
2,2,9,181,0.955164,0.034098,-0.342624,24.287539,89.340935,-44.186447
2,2,10,201,0.926356,0.071696,-0.264499,30.600039,95.153435,-43.686447
2,2,11,221,0.930262,0.123453,-0.228366,36.287540,95.840935,-43.311447
2,2,12,241,0.897547,0.184977,-0.157565,33.162540,105.965935,-42.748947
2,2,13,261,0.877039,0.248453,-0.034518,29.225039,116.090935,-39.373947
2,2,14,281,0.885828,0.290446,0.044095,21.975039,114.153435,-36.686447
2,2,15,301,0.878504,0.334879,0.071927,13.850039,115.465935,-35.623947
2,2,16,321,0.845301,0.383219,0.131985,7.600039,121.278435,-33.748947
2,2,17,341,0.823817,0.424235,0.215970,8.287539,122.965935,-28.123945
2,2,18,361,0.814051,0.444742,0.304349,-4.399961,123.590935,-26.373945
2,2,19,381,0.790125,0.476481,0.377591,-29.712461,120.778435,-23.748945
2,2,20,401,0.760340,0.488688,0.492825,-45.649960,125.965935,-17.623945
2,2,21,421,0.720789,0.488199,0.620267,-57.524960,125.840935,-8.373945
2,2,22,441,0.711512,0.459391,0.748685,-65.712463,110.715935,5.188555
2,2,23,461,0.732020,0.384684,0.842923,-92.149963,81.028435,11.313555
2,2,24,481,0.716883,0.328532,0.889310,-132.337463,46.840939,7.876055
2,2,25,501,0.697840,0.296793,0.898587,-144.712463,21.153439,7.438555
2,2,26,521,0.699793,0.264567,0.886380,-139.774963,2.028438,13.626055
2,2,27,541,0.739832,0.201578,0.816556,-131.587463,-20.221561,24.126055
2,2,28,561,0.775965,0.135660,0.703274,-139.462463,-41.596561,30.688555
2,2,29,581,0.804774,0.062906,0.583157,-147.462463,-56.221561,32.813553
2,2,30,601,0.791102,-0.016683,0.456692,-147.399963,-61.971561,35.438553
2,2,31,621,0.805750,-0.109945,0.384427,-133.649963,-48.159061,42.501053
2,2,32,641,0.839930,-0.249593,0.439114,-94.837463,-28.471561,45.751053
2,2,33,661,0.851160,-0.352621,0.518704,-66.212463,-23.284061,39.251053
2,2,34,681,0.856043,-0.407797,0.559232,-63.587460,-40.346561,29.501055
2,2,35,701,0.892176,-0.463949,0.485989,-56.837460,-56.471561,24.376055
2,2,36,721,0.893152,-0.492758,0.455716,-36.337460,-54.971561,19.563555
2,2,37,741,0.889246,-0.483968,0.492337,-23.587461,-52.221561,12.063555
2,2,38,761,0.857020,-0.433187,0.563138,-16.399961,-59.221561,-0.686445
2,2,39,781,0.837488,-0.365316,0.565579,-17.337461,-85.971565,-8.186445
2,2,40,801,0.843348,-0.355551,0.408841,-18.024961,-113.471565,-10.186445
2,2,41,821,0.835047,-0.354574,0.287259,-12.837461,-117.784065,-12.623945
2,2,42,841,0.836512,-0.377523,0.221341,7.412539,-113.971565,-12.748945
2,2,43,861,0.858485,-0.404867,0.178860,46.162540,-103.846565,-12.248945
2,2,44,881,0.896082,-0.423910,0.118802,71.537537,-105.346565,-8.811445
2,2,45,901,0.944910,-0.462972,0.024564,66.537537,-111.596565,-9.248945
2,2,46,921,0.981043,-0.497152,-0.038425,49.537540,-122.284065,-15.373945
2,2,47,941,1.000086,-0.521566,-0.186374,35.037540,-137.096558,-22.123945
2,2,48,961,1.025477,-0.530355,-0.380222,35.287540,-131.409058,-30.061445
2,2,49,981,1.038660,-0.550375,-0.510104,41.662540,-111.221565,-44.186447
2,2,50,1001,1.022547,-0.434164,-0.534518,41.475040,-89.784065,-61.186447
2,2,51,1021,1.006434,-0.246176,-0.545749,30.412539,-84.909065,-68.936447
2,2,52,1041,1.009852,-0.094808,-0.638034,21.350039,-76.096565,-63.811447
2,2,53,1061,1.001063,0.025797,-0.671237,41.162540,-57.596561,-49.436447
2,2,54,1081,0.992274,0.022379,-0.623874,58.225040,-33.034061,-36.123947
2,2,55,1101,1.000086,-0.024008,-0.522311,65.600037,-14.659062,-34.061447
2,2,56,1121,0.999598,-0.024496,-0.446140,61.475040,-7.846562,-38.436447
2,2,57,1141,1.024500,-0.015219,-0.442233,50.662540,-12.971562,-41.998947
2,2,58,1161,1.031336,0.017496,-0.466159,39.662540,-10.159062,-44.686447
2,2,59,1181,1.009852,0.096110,-0.458347,31.787539,-0.284062,-43.998947
2,2,60,1201,0.997156,0.130289,-0.409518,26.787539,5.715938,-42.311447
2,2,61,1221,0.986902,0.159098,-0.351901,19.100039,8.715938,-42.811447
2,2,62,1241,0.969813,0.210367,-0.273288,11.037539,8.528438,-40.998947
2,2,63,1261,0.963953,0.243571,-0.216159,10.600039,6.528438,-34.748947
2,2,64,1281,0.963465,0.273844,-0.197116,13.725039,5.215938,-28.748945
2,2,65,1301,0.959070,0.287028,-0.212253,12.225039,2.903438,-20.623945
2,2,66,1321,0.962000,0.283610,-0.216647,4.975039,1.153438,-14.686445
2,2,67,1341,0.963465,0.274332,-0.196140,1.475039,0.215938,-7.998945
2,2,68,1361,0.974207,0.243571,-0.186862,-1.149961,-2.159062,-1.748945
2,2,69,1381,0.985926,0.206949,-0.191257,-3.649961,-2.659062,1.376055
2,2,70,1401,0.990809,0.193278,-0.198581,-6.462461,-4.096562,4.501055
2,2,71,1421,0.994715,0.173258,-0.208835,-6.462461,-4.971562,8.813555
2,2,72,1441,0.998133,0.122965,-0.237643,-5.274961,-4.784062,11.751055
2,2,73,1461,1.007410,0.070231,-0.256198,-5.712461,-3.284062,12.126055
2,2,74,1481,1.007899,0.049235,-0.239597,-7.024961,-1.346562,10.563555
2,2,75,1501,1.005945,0.034586,-0.231784,-8.837461,-2.784062,9.751055
2,2,76,1521,1.012293,0.021403,-0.257175,-9.149961,-4.471562,9.313555
2,2,77,1541,1.023035,0.001383,-0.275729,-10.649961,-5.284062,8.563555
2,2,78,1561,1.033777,-0.016195,-0.301120,-12.087461,-3.659062,6.813555
2,2,79,1581,1.027430,-0.018636,-0.308933,-9.399961,-0.221562,6.938555
2,2,80,1601,1.027918,-0.040121,-0.299167,-3.087461,3.965938,6.251055
2,2,81,1621,1.017176,-0.043539,-0.256198,-1.274961,6.465938,3.376055
2,2,82,1641,1.008875,-0.019125,-0.236667,-3.274961,3.965938,0.376055
2,2,83,1661,1.004481,0.007242,-0.232272,-4.462461,2.903438,0.313555
2,2,84,1681,1.009363,0.008219,-0.242038,-2.337461,1.528438,1.001055
2,2,85,1701,1.024012,-0.004965,-0.273288,-2.212461,0.653438,-0.686445
2,2,86,1721,1.018152,-0.000082,-0.269382,-1.524961,5.340938,-3.186445
2,2,87,1741,1.006922,0.023356,-0.222995,2.037539,8.653438,-5.436445
2,2,88,1761,0.990809,0.048746,-0.198093,2.350039,6.340938,-4.998945
2,2,89,1781,0.991785,0.058024,-0.186374,0.412539,3.965938,-3.061445
2,2,90,1801,0.990320,0.064860,-0.180515,0.600039,2.153438,-1.311445
2,2,91,1821,0.993738,0.061930,-0.191745,1.787539,0.778438,-0.186445
2,2,92,1841,1.000574,0.049723,-0.197116,3.787539,1.778438,0.251055
2,2,93,1861,0.999110,0.045817,-0.182468,5.475039,1.590938,0.063555
2,2,94,1881,0.994715,0.056559,-0.180026,3.600039,-1.409062,-0.623945
2,2,95,1901,0.991297,0.069254,-0.187839,-0.149961,-3.909062,0.063555
2,2,96,1921,0.989832,0.068278,-0.207370,-0.337461,-6.034062,1.876055
2,2,97,1941,1.006434,0.047281,-0.233249,2.225039,-5.534062,3.063555
2,2,98,1961,1.010828,0.034586,-0.246921,2.162539,-4.221562,3.063555
2,2,99,1981,1.015711,0.025797,-0.256686,1.225039,-4.221562,2.688555
2,3,0,0,1.027918,-0.120687,-0.266940,25.100039,0.340938,-7.498945
2,3,1,21,1.053309,-0.134847,-0.350436,25.162539,-1.346562,-12.248945
2,3,2,41,1.073328,-0.136801,-0.428561,24.287539,-1.659062,-17.248945
2,3,3,61,1.067957,-0.128011,-0.448581,28.912539,3.590938,-21.936445
2,3,4,81,1.049402,-0.094808,-0.436862,36.600040,13.840938,-24.686445
2,3,5,101,1.032313,-0.076254,-0.374851,44.225040,22.340939,-27.061445
2,3,6,121,1.003016,-0.041586,-0.333347,55.537540,25.028439,-28.561445
2,3,7,141,1.018641,-0.017660,-0.381198,62.537540,21.590939,-31.061445
2,3,8,161,1.031824,0.021891,-0.469089,56.037540,27.278439,-34.936447
2,3,9,181,1.028406,0.049723,-0.433933,58.350040,47.028439,-37.248947
2,3,10,201,0.996180,0.077555,-0.329440,56.600040,55.903439,-39.998947
2,3,11,221,0.979578,0.122965,-0.286472,52.287540,53.965939,-42.186447
2,3,12,241,0.972742,0.182047,-0.300632,46.350040,53.090939,-43.311447
2,3,13,261,0.987391,0.226481,-0.300143,36.475040,48.840939,-46.748947
2,3,14,281,1.016199,0.265055,-0.318210,22.850039,53.778439,-41.123947
2,3,15,301,0.993738,0.324137,-0.333347,8.225039,59.715939,-37.811447
2,3,16,321,0.998133,0.352457,-0.306491,-4.337461,70.715935,-33.061447
2,3,17,341,0.989832,0.368082,-0.276706,-19.399961,86.153435,-33.123947
2,3,18,361,0.925379,0.413004,-0.206882,-26.274961,92.528435,-26.186445
2,3,19,381,0.915613,0.434977,-0.118991,-33.462460,97.840935,-15.936445
2,3,20,401,0.909754,0.448649,0.006985,-38.337460,101.215935,-10.748945
2,3,21,421,0.885828,0.447672,0.079739,-47.587460,100.778435,-8.686445
2,3,22,441,0.846277,0.447672,0.193021,-57.024960,102.778435,-2.248945
2,3,23,461,0.839442,0.434000,0.309720,-69.587463,95.715935,3.563555
2,3,24,481,0.827235,0.410563,0.355618,-94.087463,79.090935,9.501055
2,3,25,501,0.816492,0.386149,0.426419,-115.274963,70.528435,12.251055
2,3,26,521,0.787195,0.366617,0.499661,-121.399963,60.028439,21.688555
2,3,27,541,0.788172,0.308024,0.565579,-114.149963,47.715939,35.626053
2,3,28,561,0.793543,0.223063,0.618314,-105.399963,37.465939,45.751053
2,3,29,581,0.783289,0.141032,0.666653,-98.962463,26.278439,48.501053
2,3,30,601,0.777430,0.072184,0.694485,-95.774963,10.403438,50.813553
2,3,31,621,0.795008,0.009684,0.708646,-87.337463,-5.159062,50.938553
2,3,32,641,0.800379,-0.024984,0.701810,-89.649963,-27.284061,52.501053
2,3,33,661,0.819910,-0.070394,0.634427,-89.274963,-47.284061,63.438553
2,3,34,681,0.850184,-0.185140,0.562161,-72.712463,-56.596561,66.313553
2,3,35,701,0.834070,-0.288168,0.509915,-58.649960,-58.721561,60.438553
2,3,36,721,0.819910,-0.326254,0.496732,-48.149960,-61.346561,50.813553
2,3,37,741,0.841395,-0.370199,0.503567,-24.024961,-66.909065,48.001053
2,3,38,761,0.889246,-0.450765,0.430814,-3.462461,-77.784065,47.001053
2,3,39,781,0.906336,-0.491293,0.375149,-3.837461,-84.659065,33.251053
2,3,40,801,0.884852,-0.469320,0.342435,-20.337461,-98.346565,12.813555
2,3,41,821,0.879969,-0.400472,0.235013,-36.774960,-118.471565,-3.186445
2,3,42,841,0.870203,-0.343343,0.135892,-41.149960,-131.971558,-6.623945
2,3,43,861,0.896082,-0.359457,-0.034518,-34.087460,-134.159058,-9.123945
2,3,44,881,0.914149,-0.316000,-0.097995,-18.899961,-118.596565,-15.373945
2,3,45,901,0.898524,-0.205160,-0.131686,-14.962461,-119.409065,-16.248945
2,3,46,921,0.893641,-0.132894,-0.217136,-13.837461,-116.909065,-6.686445
2,3,47,941,0.918543,-0.192465,-0.353854,-0.774961,-113.034065,3.188555
2,3,48,961,0.999598,-0.317465,-0.529147,11.912539,-112.534065,5.626055
2,3,49,981,1.055750,-0.363851,-0.681979,10.287539,-98.159065,-3.811445
2,3,50,1001,1.054774,-0.360433,-0.699558,9.537539,-69.471565,-16.373945
2,3,51,1021,1.020594,-0.279379,-0.514011,15.725039,-53.909061,-22.498945
2,3,52,1041,1.013270,-0.259847,-0.496433,18.975039,-63.284061,-19.436445
2,3,53,1061,1.049891,-0.350179,-0.639499,18.225039,-60.971561,-24.748945
2,3,54,1081,1.044520,-0.365316,-0.639987,9.662539,-40.784061,-41.436447
2,3,55,1101,0.977625,-0.241781,-0.503757,12.662539,-26.846561,-49.873947
2,3,56,1121,0.950770,-0.154379,-0.440768,28.475039,-26.034061,-42.936447
2,3,57,1141,0.948328,-0.161703,-0.511081,44.600040,-24.471561,-34.436447
2,3,58,1161,0.977137,-0.219808,-0.562839,43.100040,-21.159061,-34.686447
2,3,59,1181,0.986902,-0.215414,-0.566257,37.975040,-13.971562,-40.811447
2,3,60,1201,0.973719,-0.155355,-0.512546,34.162540,-8.534062,-45.248947
2,3,61,1221,0.965906,-0.120687,-0.488132,33.725040,-5.721562,-47.998947
2,3,62,1241,0.951746,-0.077230,-0.494968,32.037540,-3.659062,-50.561447
2,3,63,1261,0.941492,-0.024496,-0.514987,30.912539,-1.346562,-50.998947
2,3,64,1281,0.937586,0.041422,-0.505710,32.600040,3.903438,-47.873947
2,3,65,1301,0.931727,0.100016,-0.501804,33.100040,7.090938,-43.311447
2,3,66,1321,0.937098,0.125407,-0.509616,28.475039,10.090938,-39.936447
2,3,67,1341,0.943445,0.149821,-0.493015,16.975039,12.653438,-37.123947
2,3,68,1361,0.944422,0.181071,-0.473483,12.037539,14.528438,-32.748947
2,3,69,1381,0.953699,0.201578,-0.488132,12.350039,19.715939,-26.811445
2,3,70,1401,0.960535,0.212809,-0.472995,9.975039,26.528439,-20.311445
2,3,71,1421,0.959559,0.198649,-0.431003,10.037539,29.340939,-12.436445
2,3,72,1441,0.968348,0.168864,-0.409030,8.850039,31.153439,-7.686445
2,3,73,1461,0.964930,0.146891,-0.411472,6.412539,34.903439,-4.936445
2,3,74,1481,0.975184,0.147867,-0.367526,1.475039,38.590939,-3.561445
2,3,75,1501,0.957606,0.156168,-0.297702,-1.899961,39.028439,-1.373945
2,3,76,1521,0.964930,0.150309,-0.248386,-6.899961,38.528439,1.563555
2,3,77,1541,0.956141,0.145426,-0.212253,-7.399961,38.028439,6.126055
2,3,78,1561,0.963465,0.115641,-0.182468,-4.899961,36.340939,10.563555
2,3,79,1581,0.963465,0.092692,-0.144870,-1.649961,34.340939,13.063555
2,3,80,1601,0.955652,0.075602,-0.119479,-0.524961,29.840939,15.188555
2,3,81,1621,0.970789,0.036539,-0.108249,-0.524961,25.903439,16.063555
2,3,82,1641,0.984461,0.021891,-0.076999,-3.274961,24.090939,15.126055
2,3,83,1661,0.973719,0.000895,-0.040378,-2.087461,17.778439,14.626055
2,3,84,1681,0.983973,-0.024984,-0.054050,0.225039,7.528438,14.626055
2,3,85,1701,1.000574,-0.057211,-0.128268,0.850039,-1.909062,12.876055
2,3,86,1721,1.020594,-0.073324,-0.193210,-2.337461,-4.034062,8.751055
2,3,87,1741,1.028406,-0.076254,-0.203952,-4.587461,-2.096562,3.126055
2,3,88,1761,1.025477,-0.061117,-0.211276,-3.087461,0.028438,-0.686445
2,3,89,1781,1.024012,-0.037679,-0.220554,-3.524961,-0.909062,-1.998945
2,3,90,1801,1.025477,-0.026449,-0.219577,-3.337461,-1.034062,-2.061445
2,3,91,1821,1.011317,-0.009359,-0.217624,-0.774961,-1.846562,0.313555
2,3,92,1841,1.022059,-0.016683,-0.224460,1.537539,-1.784062,2.188555
2,3,93,1861,1.024012,-0.021566,-0.234226,0.912539,-1.471562,2.001055
2,3,94,1881,1.018152,-0.019613,-0.226901,-0.712461,-0.409062,-0.061445
2,3,95,1901,1.018641,-0.011312,-0.207858,-1.212461,0.715938,-0.936445
2,3,96,1921,1.006922,-0.001058,-0.189304,1.412539,1.028438,-0.561445
2,3,97,1941,1.013270,-0.022543,-0.185886,3.350039,0.715938,-0.561445
2,3,98,1961,1.004481,-0.024496,-0.192233,1.912539,0.465938,-1.686445
2,3,99,1981,1.005457,-0.012777,-0.180515,-0.837461,-0.221562,-1.998945
2,4,0,0,1.030848,-0.185140,-0.229343,30.787539,-4.471562,-1.936445
2,4,1,21,1.043543,-0.232015,-0.260104,43.287540,-3.596562,-2.373945
2,4,2,41,1.043543,-0.287191,-0.279147,62.225040,0.340938,-0.811445
2,4,3,61,1.036219,-0.353597,-0.270358,90.662537,6.715938,0.501055
2,4,4,81,1.031336,-0.401937,-0.267429,116.975037,10.965938,-6.623945
2,4,5,101,1.055262,-0.389242,-0.299167,123.787537,6.340938,-20.998945
2,4,6,121,1.044520,-0.306722,-0.391940,107.412537,-7.784062,-40.123947
2,4,7,141,1.077723,-0.230551,-0.573093,71.037537,-18.471561,-58.186447
2,4,8,161,1.079676,-0.104574,-0.670261,31.725039,-0.221562,-79.561447
2,4,9,181,1.015223,0.082926,-0.604343,0.225039,22.028439,-91.373947
2,4,10,201,0.976160,0.230387,-0.487155,-17.274961,35.590939,-92.873947
2,4,11,221,0.935145,0.388102,-0.410007,-30.149961,41.090939,-84.998947
2,4,12,241,0.925867,0.520426,-0.371921,-32.149960,49.903439,-67.373947
2,4,13,261,0.919520,0.589274,-0.312839,-27.462461,61.840939,-47.248947
2,4,14,281,0.905848,0.627848,-0.223483,-21.712461,70.653435,-27.498945
2,4,15,301,0.914149,0.629313,-0.148776,-15.337461,77.340935,-8.873945
2,4,16,321,0.946375,0.592203,-0.117038,-16.337461,75.778435,5.563555
2,4,17,341,0.952235,0.522867,-0.131686,-29.087461,76.278435,17.376055
2,4,18,361,0.934656,0.450114,-0.121921,-48.837460,77.278435,27.126055
2,4,19,381,0.922938,0.371989,-0.089206,-66.087463,80.715935,33.751053
2,4,20,401,0.919520,0.321696,-0.027194,-81.524963,83.965935,36.188553
2,4,21,421,0.903895,0.263590,0.031399,-93.212463,84.340935,37.438553
2,4,22,441,0.891199,0.208414,0.092435,-98.274963,87.403435,40.938553
2,4,23,461,0.875574,0.149332,0.168607,-99.274963,90.590935,44.813553
2,4,24,481,0.860926,0.094645,0.251614,-106.899963,90.715935,45.438553
2,4,25,501,0.839442,0.057535,0.361478,-115.024963,88.215935,42.688553
2,4,26,521,0.827723,0.037516,0.457181,-122.337463,78.840935,42.813553
2,4,27,541,0.801844,0.011149,0.531399,-121.462463,65.403435,46.626053
2,4,28,561,0.784266,-0.031332,0.586087,-106.524963,55.090939,58.313553
2,4,29,581,0.788660,-0.130453,0.628079,-79.837463,47.715939,69.188553
2,4,30,601,0.794031,-0.232992,0.672513,-57.462460,34.840939,69.376053
2,4,31,621,0.809168,-0.306722,0.674954,-51.962460,16.590939,63.501053
2,4,32,641,0.824793,-0.367269,0.664212,-60.337460,-7.971562,52.188553
2,4,33,661,0.831141,-0.387777,0.606595,-68.087463,-32.284061,41.688553
2,4,34,681,0.833582,-0.408285,0.532376,-63.212460,-43.221561,34.001053
2,4,35,701,0.852137,-0.419027,0.509427,-60.962460,-49.721561,20.438555
2,4,36,721,0.818934,-0.376058,0.520657,-60.649960,-61.846561,9.251055
2,4,37,741,0.822840,-0.334066,0.499661,-53.962460,-75.971565,6.563555
